Keuwl Accelerometer Data File
2021-04-09 15-36-29

Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
183.8487091,0.552051,-3.764994,1.386009,-0.036588,-23.996176,-59.469604
183.8687134,0.542474,-3.769782,1.366856,-0.056130,-24.052515,-59.763542
183.8887024,0.544868,-3.772177,1.395587,-0.027357,-24.049273,-60.212498
183.9086914,0.559234,-3.762599,1.393192,-0.029113,-23.954212,-59.426460
183.9286957,0.554446,-3.750628,1.359673,-0.062648,-23.952574,-57.555050
183.9486847,0.547263,-3.750628,1.381221,-0.041384,-23.996790,-57.223862
183.9686890,0.547263,-3.753022,1.386009,-0.036628,-24.002159,-57.561554
183.9886780,0.561628,-3.762599,1.362066,-0.060122,-23.933775,-59.523224
184.0086975,0.556840,-3.745839,1.371644,-0.050535,-23.933519,-57.005180
184.0287323,0.547263,-3.755416,1.364461,-0.058188,-24.001543,-57.900555
184.0487518,0.554446,-3.760205,1.357278,-0.065154,-23.968576,-58.892204
184.0688019,0.544868,-3.767388,1.378827,-0.044055,-24.038048,-59.514473
184.0888214,0.556840,-3.741051,1.362066,-0.060042,-23.922178,-56.352516
184.1088562,0.554446,-3.757811,1.378827,-0.043593,-23.969357,-58.556084
184.1288757,0.559234,-3.760205,1.400375,-0.021909,-23.951971,-59.092735
184.1489105,0.540080,-3.750628,1.354884,-0.067964,-24.030270,-56.880783
184.1689301,0.537686,-3.755416,1.378827,-0.044182,-24.057299,-57.454895
184.1889496,0.549657,-3.755416,1.378827,-0.043744,-23.991610,-58.008690
184.2089996,0.554446,-3.753022,1.383615,-0.038753,-23.962248,-57.887493
184.2290192,0.549657,-3.755416,1.376432,-0.046138,-23.991171,-58.008690
184.2490845,0.561628,-3.757811,1.386009,-0.036144,-23.931469,-58.860443
184.2691345,0.559234,-3.776965,1.369249,-0.053185,-23.970400,-61.452049
184.2892151,0.542474,-3.755416,1.374038,-0.048794,-24.029913,-57.680397
184.3092651,0.552051,-3.753022,1.374038,-0.048412,-23.973181,-57.780117
184.3293304,0.540080,-3.767388,1.378827,-0.044230,-24.064631,-59.310642
184.3493805,0.549657,-3.757811,1.369249,-0.053343,-23.993628,-58.347168
184.3694611,0.549657,-3.748234,1.393192,-0.029303,-23.981895,-57.000927
184.3895111,0.556840,-3.769782,1.378827,-0.043634,-23.975357,-60.341953
184.4095764,0.554446,-3.760205,1.376432,-0.046014,-23.972919,-58.892204
184.4296722,0.542474,-3.743445,1.376432,-0.046253,-24.008335,-55.980957
184.4497681,0.540080,-3.745839,1.390798,-0.032016,-24.029020,-56.198799
184.4698944,0.554446,-3.743445,1.378827,-0.043417,-23.943714,-56.565323
184.4900665,0.585571,-3.760205,1.354884,-0.066324,-23.795366,-60.117218
184.5102081,0.535291,-3.743445,1.388404,-0.034549,-24.049812,-55.613564
184.5303802,0.547263,-3.760205,1.376432,-0.046282,-24.012581,-58.582405
184.5505524,0.552051,-3.750628,1.376432,-0.045991,-23.969532,-57.445938
184.5707092,0.556840,-3.750628,1.388404,-0.033849,-23.946033,-57.662903
184.5908661,0.561628,-3.791331,1.378827,-0.043653,-23.978058,-63.588669
184.6109924,0.559234,-3.757811,1.381221,-0.041020,-23.943542,-58.760166
184.6311340,0.559234,-3.757811,1.364461,-0.057767,-23.939682,-58.760166
184.6512756,0.549657,-3.764994,1.381221,-0.041461,-24.008247,-59.370041
184.6714478,0.554446,-3.762599,1.381221,-0.041256,-23.977882,-59.229511
184.6916046,0.537686,-3.753022,1.362066,-0.060902,-24.049273,-57.108582
184.7117462,0.554446,-3.755416,1.378827,-0.043566,-23.965366,-58.221176
184.7319183,0.549657,-3.753022,1.381221,-0.041324,-23.987930,-57.671478
184.7520905,0.566417,-3.757811,1.381221,-0.040745,-23.903963,-59.057568
184.7722778,0.542474,-3.757811,1.357278,-0.065570,-24.030449,-58.024353
184.7924805,0.559234,-3.757811,1.383615,-0.038628,-23.944057,-58.760166
184.8126678,0.552051,-3.750628,1.374038,-0.048384,-23.969009,-57.445938
184.8329010,0.547263,-3.748234,1.381221,-0.041353,-23.992224,-56.887493
184.8531036,0.564023,-3.748234,1.366856,-0.055075,-23.897306,-57.654652
184.8732758,0.540080,-3.760205,1.364461,-0.058506,-24.049362,-58.261299
184.8935242,0.552051,-3.764994,1.366856,-0.055726,-23.991785,-59.469604
184.9137878,0.547263,-3.753022,1.390798,-0.031843,-24.003216,-57.561554
184.9340363,0.552051,-3.762599,1.393192,-0.029384,-23.993891,-59.129280
184.9542999,0.537686,-3.767388,1.369249,-0.053886,-24.075720,-59.206833
184.9745941,0.568811,-3.757811,1.362066,-0.059791,-23.886309,-59.154449
184.9948883,0.542474,-3.769782,1.383615,-0.039383,-24.056215,-59.763542
185.0151825,0.549657,-3.748234,1.374038,-0.048443,-23.977621,-57.000927
185.0354462,0.559234,-3.762599,1.378827,-0.043467,-23.950851,-59.426460
185.0556946,0.552051,-3.769782,1.374038,-0.048600,-24.000925,-60.153770
185.0759735,0.544868,-3.753022,1.371644,-0.051070,-24.012051,-57.450329
185.0962372,0.559234,-3.745839,1.378827,-0.043266,-23.921923,-57.115143
185.1164856,0.552051,-3.755416,1.386009,-0.036479,-23.980150,-58.115555
185.1367798,0.542474,-3.772177,1.364461,-0.058548,-24.055763,-60.115135
185.1570892,0.561628,-3.772177,1.376432,-0.045870,-23.951885,-60.862053
185.1773834,0.552051,-3.767388,1.386009,-0.036613,-24.000046,-59.811108
185.1976624,0.559234,-3.750628,1.366856,-0.055288,-23.927799,-57.769524
185.2179718,0.561628,-3.774571,1.357278,-0.065033,-23.950937,-61.199417
185.2382660,0.561628,-3.760205,1.378827,-0.043348,-23.933775,-59.191269
185.2585449,0.554446,-3.750628,1.362066,-0.060255,-23.953005,-57.555050
185.2788544,0.568811,-3.755416,1.371644,-0.050193,-23.884636,-58.829868
185.2991486,0.542474,-3.774571,1.378827,-0.044216,-24.062546,-60.467926
185.3194580,0.535291,-3.762599,1.376432,-0.046742,-24.082474,-58.393005
185.3397369,0.537686,-3.733868,1.386009,-0.036727,-24.016924,-54.389755
185.3600616,0.544868,-3.762599,1.366856,-0.055965,-24.027504,-58.821342
185.3803711,0.549657,-3.757811,1.366856,-0.055735,-23.993013,-58.347168
185.4006500,0.568811,-3.755416,1.386009,-0.035839,-23.887901,-58.829868
185.4209442,0.544868,-3.764994,1.369249,-0.053600,-24.032145,-59.167290
185.4412537,0.544868,-3.755416,1.381221,-0.041529,-24.018343,-57.791130
185.4615479,0.542474,-3.764994,1.376432,-0.046510,-24.046932,-59.064056
185.4818726,0.540080,-3.757811,1.371644,-0.051301,-24.046843,-57.914143
185.5021973,0.559234,-3.757811,1.378827,-0.043412,-23.943027,-58.760166
185.5224915,0.556840,-3.772177,1.386009,-0.036483,-23.980675,-60.681976
185.5428314,0.556840,-3.755416,1.366856,-0.055437,-23.949387,-58.325569
185.5631866,0.566417,-3.757811,1.383615,-0.038352,-23.904554,-59.057568
185.5835114,0.571205,-3.753022,1.376432,-0.045286,-23.868538,-58.605499
185.6038513,0.547263,-3.757811,1.388404,-0.034291,-24.011076,-58.240845
185.6242065,0.544868,-3.764994,1.378827,-0.044029,-24.034201,-59.167290
185.6445618,0.556840,-3.767388,1.381221,-0.041218,-23.972311,-60.003033
185.6649170,0.561628,-3.750628,1.376432,-0.045629,-23.916996,-57.874924
185.6852570,0.547263,-3.753022,1.378827,-0.043804,-24.000484,-57.561554
185.7055511,0.556840,-3.736262,1.371644,-0.050408,-23.915215,-55.705013
185.7258453,0.549657,-3.767388,1.366856,-0.055841,-24.008955,-59.713417
185.7461395,0.568811,-3.741051,1.364461,-0.057189,-23.857510,-56.906147
185.7664337,0.552051,-3.750628,1.369249,-0.053168,-23.967882,-57.445938
185.7867279,0.556840,-3.769782,1.381221,-0.041243,-23.975967,-60.341953
185.8070526,0.532897,-3.769782,1.381221,-0.042119,-24.108597,-59.353718
185.8273926,0.537686,-3.755416,1.366856,-0.056145,-24.054680,-57.454895
185.8477478,0.575994,-3.762599,1.376432,-0.045207,-23.857426,-60.080986
185.8681030,0.559234,-3.760205,1.374038,-0.048225,-23.945860,-59.092735
185.8884735,0.540080,-3.764994,1.390798,-0.032242,-24.063271,-58.959568
185.9088287,0.552051,-3.762599,1.359673,-0.062878,-23.986267,-59.129280
185.9291992,0.547263,-3.760205,1.364461,-0.058244,-24.009838,-58.582405
185.9495697,0.547263,-3.764994,1.386009,-0.036765,-24.022608,-59.269272
185.9698792,0.544868,-3.757811,1.378827,-0.043949,-24.022074,-58.133247
185.9902496,0.561628,-3.762599,1.383615,-0.038591,-23.938824,-59.523224
186.0106049,0.547263,-3.769782,1.376432,-0.046386,-24.028130,-59.961021
186.0309753,0.549657,-3.757811,1.376432,-0.046165,-23.995296,-58.347168
186.0513306,0.540080,-3.760205,1.381221,-0.041759,-24.053057,-58.261299
186.0716858,0.559234,-3.767388,1.383615,-0.038734,-23.959652,-60.097305
186.0920258,0.547263,-3.779359,1.381221,-0.041695,-24.043339,-61.358536
186.1123505,0.559234,-3.762599,1.383615,-0.038682,-23.951971,-59.426460
186.1326752,0.552051,-3.757811,1.366856,-0.055646,-23.979977,-58.452240
186.1529694,0.564023,-3.760205,1.362066,-0.060003,-23.916573,-59.288666
186.1732635,0.544868,-3.755416,1.374038,-0.048707,-24.016834,-57.791130
186.1935730,0.561628,-3.760205,1.371644,-0.050526,-23.932066,-59.191269
186.2138519,0.547263,-3.779359,1.381221,-0.041695,-24.043339,-61.358536
186.2341614,0.542474,-3.760205,1.362066,-0.060812,-24.035631,-58.369629
186.2544556,0.547263,-3.745839,1.381221,-0.041324,-23.987930,-56.552460
186.2747345,0.552051,-3.745839,1.354884,-0.067462,-23.955765,-56.781433
186.2950439,0.547263,-3.769782,1.369249,-0.053563,-24.026525,-59.961021
186.3153381,0.561628,-3.767388,1.378827,-0.043427,-23.945173,-60.190472
186.3356323,0.532897,-3.743445,1.374038,-0.048989,-24.059559,-55.488159
186.3559265,0.549657,-3.755416,1.383615,-0.038960,-23.992662,-58.008690
186.3762512,0.537686,-3.769782,1.376432,-0.046734,-24.081196,-59.561172
186.3965912,0.554446,-3.774571,1.376432,-0.046166,-23.995384,-60.933331
186.4169159,0.547263,-3.757811,1.369249,-0.053432,-24.006746,-58.240845
186.4372406,0.537686,-3.753022,1.359673,-0.063293,-24.048641,-57.108582
186.4575348,0.544868,-3.764994,1.374038,-0.048816,-24.033216,-59.167290
186.4778290,0.547263,-3.764994,1.388404,-0.034371,-24.023052,-59.269272
186.4981232,0.549657,-3.762599,1.383615,-0.039042,-24.004805,-59.027863
186.5184479,0.556840,-3.748234,1.366856,-0.055350,-23.936769,-57.333416
186.5387878,0.549657,-3.757811,1.369249,-0.053343,-23.993628,-58.347168
186.5591125,0.566417,-3.753022,1.357278,-0.064611,-23.890333,-58.406162
186.5794373,0.564023,-3.762599,1.359673,-0.062423,-23.920053,-59.618870
186.5997620,0.561628,-3.764994,1.405164,-0.017086,-23.947495,-59.856300
186.6201019,0.559234,-3.741051,1.374038,-0.047990,-23.911995,-56.465744
186.6404572,0.532897,-3.762599,1.362066,-0.061184,-24.092648,-58.282597
186.6608124,0.542474,-3.741051,1.362066,-0.060576,-24.000309,-55.645248
186.6811676,0.556840,-3.762599,1.378827,-0.043557,-23.964067,-59.328568
186.7015381,0.568811,-3.748234,1.409952,-0.011829,-23.881290,-57.862823
186.7219086,0.571205,-3.755416,1.359673,-0.062060,-23.868538,-58.927326
186.7422638,0.559234,-3.750628,1.390798,-0.031365,-23.933348,-57.769524
186.7626190,0.544868,-3.743445,1.376432,-0.046165,-23.995296,-56.100563
186.7829895,0.556840,-3.772177,1.383615,-0.038875,-23.980150,-60.681976
186.8033447,0.547263,-3.774571,1.371644,-0.051219,-24.034378,-60.657494
186.8237152,0.549657,-3.741051,1.369249,-0.053135,-23.963028,-56.004990
186.8440704,0.542474,-3.755416,1.371644,-0.051187,-24.029467,-57.680397
186.8644562,0.540080,-3.757811,1.366856,-0.056086,-24.045673,-57.914143
186.8848572,0.554446,-3.767388,1.383615,-0.038915,-23.986004,-59.907639
186.9052887,0.540080,-3.750628,1.364461,-0.058393,-24.032324,-56.880783
186.9257202,0.564023,-3.762599,1.378827,-0.043283,-23.924391,-59.618870
186.9461517,0.542474,-3.764994,1.357278,-0.065651,-24.042801,-59.064056
186.9665680,0.554446,-3.762599,1.366856,-0.055610,-23.974573,-59.229511
186.9869995,0.568811,-3.769782,1.386009,-0.035998,-23.910555,-60.793457
187.0074615,0.542474,-3.755416,1.347701,-0.075112,-24.024298,-57.680397
187.0279236,0.552051,-3.762599,1.393192,-0.029384,-23.993891,-59.129280
187.0483856,0.552051,-3.748234,1.374038,-0.048353,-23.964500,-57.113041
187.0688477,0.559234,-3.757811,1.366856,-0.055374,-23.940195,-58.760166
187.0893097,0.564023,-3.779359,1.366856,-0.055417,-23.946463,-61.960098
187.1097870,0.559234,-3.767388,1.366856,-0.055481,-23.955765,-60.097305
187.1301880,0.542474,-3.750628,1.374038,-0.048737,-24.021275,-56.996502
187.1506653,0.559234,-3.757811,1.366856,-0.055374,-23.940195,-58.760166
187.1711273,0.549657,-3.769782,1.381221,-0.041512,-24.015770,-60.057976
187.1915894,0.556840,-3.757811,1.366856,-0.055466,-23.953522,-58.658718
187.2120514,0.559234,-3.760205,1.378827,-0.043440,-23.946978,-59.092735
187.2325134,0.559234,-3.767388,1.381221,-0.041127,-23.959047,-60.097305
187.2529449,0.552051,-3.753022,1.388404,-0.034058,-23.976490,-57.780117
187.2733765,0.544868,-3.736262,1.390798,-0.031715,-23.984343,-55.102768
187.2938232,0.554446,-3.745839,1.378827,-0.043447,-23.948097,-56.893951
187.3142853,0.549657,-3.748234,1.366856,-0.055619,-23.975967,-57.000927
187.3347473,0.547263,-3.760205,1.364461,-0.058244,-24.009838,-58.582405
187.3552094,0.568811,-3.757811,1.374038,-0.047829,-23.889074,-59.154449
187.3756714,0.561628,-3.755416,1.357278,-0.064825,-23.920818,-58.530766
187.3961334,0.530503,-3.741051,1.352489,-0.070576,-24.063000,-55.016808
187.4166107,0.556840,-3.755416,1.359673,-0.062615,-23.947838,-58.325569
187.4370728,0.544868,-3.764994,1.364461,-0.058385,-24.030983,-59.167290
187.4574890,0.556840,-3.762599,1.366856,-0.055519,-23.961296,-59.328568
187.4779053,0.547263,-3.755416,1.383615,-0.039048,-24.005863,-57.900555
187.4983368,0.566417,-3.755416,1.366856,-0.055070,-23.896633,-58.731300
187.5187683,0.554446,-3.757811,1.366856,-0.055555,-23.966667,-58.556084
187.5391998,0.549657,-3.755416,1.386009,-0.036568,-23.993189,-58.008690
187.5596313,0.554446,-3.760205,1.388404,-0.034052,-23.975618,-58.892204
187.5800323,0.561628,-3.750628,1.359673,-0.062374,-23.913012,-57.874924
187.6003876,0.547263,-3.755416,1.369249,-0.053404,-24.002687,-57.900555
187.6207123,0.540080,-3.757811,1.357278,-0.065657,-24.043608,-57.914143
187.6410522,0.547263,-3.757811,1.371644,-0.051039,-24.007364,-58.240845
187.6613770,0.554446,-3.745839,1.359673,-0.062588,-23.943798,-56.893951
187.6817017,0.554446,-3.733868,1.383615,-0.038504,-23.926180,-55.263939
187.7020264,0.552051,-3.776965,1.352489,-0.070205,-24.006922,-61.188519
187.7223969,0.547263,-3.757811,1.359673,-0.063002,-24.004715,-58.240845
187.7427673,0.554446,-3.750628,1.376432,-0.045901,-23.956455,-57.555050
187.7631073,0.544868,-3.774571,1.374038,-0.048915,-24.048191,-60.563293
187.7834778,0.556840,-3.764994,1.371644,-0.050761,-23.966320,-59.665230
187.8038330,0.544868,-3.757811,1.364461,-0.058305,-24.018965,-58.133247
187.8242035,0.559234,-3.764994,1.381221,-0.041101,-23.955334,-59.761322
187.8445587,0.561628,-3.748234,1.364461,-0.057560,-23.909878,-57.548790
187.8649139,0.544868,-3.762599,1.357278,-0.065536,-24.025455,-58.821342
187.8852844,0.556840,-3.764994,1.364461,-0.057939,-23.964674,-59.665230
187.9056091,0.556840,-3.762599,1.371644,-0.050735,-23.962421,-59.328568
187.9259491,0.559234,-3.760205,1.386009,-0.036263,-23.948612,-59.092735
187.9462585,0.547263,-3.748234,1.352489,-0.070063,-23.985743,-56.887493
187.9665985,0.568811,-3.755416,1.364461,-0.057369,-23.882793,-58.829868
187.9869690,0.542474,-3.760205,1.388404,-0.034493,-24.041454,-58.369629
188.0072937,0.554446,-3.764994,1.364461,-0.058029,-23.977970,-59.567997
188.0276184,0.554446,-3.750628,1.374038,-0.048293,-23.955765,-57.555050
188.0479431,0.559234,-3.760205,1.383615,-0.038655,-23.948097,-59.092735
188.0683136,0.549657,-3.755416,1.359673,-0.062884,-23.987316,-58.008690
188.0886383,0.547263,-3.753022,1.371644,-0.050982,-23.998989,-57.561554
188.1089630,0.561628,-3.753022,1.369249,-0.052835,-23.919458,-58.202255
188.1292572,0.549657,-3.762599,1.362066,-0.060575,-24.000046,-59.027863
188.1495514,0.549657,-3.769782,1.366856,-0.055866,-24.012671,-60.057976
188.1698456,0.554446,-3.760205,1.357278,-0.065154,-23.968576,-58.892204
188.1901703,0.568811,-3.774571,1.381221,-0.040832,-23.916403,-61.456253
188.2105103,0.556840,-3.774571,1.366856,-0.055645,-23.979801,-61.023083
188.2308350,0.552051,-3.757811,1.366856,-0.055646,-23.979977,-58.452240
188.2511597,0.561628,-3.750628,1.366856,-0.055197,-23.914705,-57.874924
188.2714844,0.554446,-3.760205,1.381221,-0.041229,-23.973965,-58.892204
188.2918243,0.549657,-3.769782,1.369249,-0.053474,-24.013201,-60.057976
188.3121490,0.552051,-3.762599,1.371644,-0.050915,-23.988894,-59.129280
188.3324738,0.554446,-3.760205,1.390798,-0.031660,-23.976227,-58.892204
188.3528290,0.552051,-3.764994,1.350096,-0.072474,-23.988018,-59.469604
188.3731995,0.544868,-3.764994,1.369249,-0.053600,-24.032145,-59.167290
188.3935699,0.549657,-3.755416,1.371644,-0.050922,-23.990032,-58.008690
188.4139099,0.547263,-3.767388,1.362066,-0.060716,-24.021097,-59.614548
188.4342804,0.547263,-3.753022,1.354884,-0.067730,-23.995209,-57.561554
188.4546509,0.542474,-3.760205,1.397981,-0.024924,-24.043608,-58.369629
188.4750061,0.561628,-3.755416,1.397981,-0.024155,-23.930187,-58.530766
188.4953766,0.542474,-3.741051,1.354884,-0.067754,-23.998814,-55.645248
188.5157166,0.535291,-3.767388,1.381221,-0.042009,-24.091545,-59.101742
188.5360870,0.559234,-3.741051,1.371644,-0.050382,-23.911402,-56.465744
188.5564575,0.556840,-3.748234,1.383615,-0.038604,-23.940624,-57.333416
188.5768127,0.554446,-3.772177,1.383615,-0.038964,-23.993364,-60.590324
188.5971375,0.544868,-3.767388,1.381221,-0.041663,-24.038586,-59.514473
188.6174622,0.552051,-3.757811,1.369249,-0.053254,-23.980499,-58.452240
188.6378021,0.537686,-3.750628,1.364461,-0.058479,-24.045315,-56.763668
188.6581268,0.547263,-3.764994,1.364461,-0.058297,-24.017811,-59.269272
188.6784515,0.535291,-3.743445,1.369249,-0.053690,-24.045673,-55.613564
188.6988220,0.532897,-3.769782,1.369249,-0.054083,-24.106194,-59.353718
188.7191772,0.559234,-3.745839,1.366856,-0.055228,-23.919203,-57.115143
188.7395477,0.561628,-3.767388,1.359673,-0.062567,-23.940796,-60.190472
188.7599182,0.552051,-3.757811,1.357278,-0.065216,-23.977709,-58.452240
188.7802582,0.532897,-3.757811,1.362066,-0.061130,-24.084213,-57.575371
188.8005981,0.542474,-3.757811,1.378827,-0.044037,-24.035273,-58.024353
188.8209229,0.554446,-3.750628,1.357278,-0.065041,-23.952057,-57.555050
188.8412628,0.544868,-3.764994,1.354884,-0.067955,-24.028931,-59.167290
188.8615417,0.540080,-3.753022,1.374038,-0.048853,-24.038855,-57.223866
188.8818359,0.559234,-3.748234,1.359673,-0.062436,-23.921923,-57.441719
188.9021454,0.544868,-3.757811,1.366856,-0.055911,-24.019320,-58.133247
188.9223938,0.554446,-3.750628,1.374038,-0.048293,-23.955765,-57.555050
188.9426575,0.542474,-3.764994,1.381221,-0.041725,-24.048012,-59.064056
188.9628906,0.535291,-3.764994,1.357278,-0.065910,-24.082474,-58.746704
188.9831085,0.544868,-3.760205,1.350096,-0.072686,-24.019764,-58.476654
189.0033417,0.542474,-3.776965,1.378827,-0.044239,-24.066082,-60.821907
189.0235748,0.566417,-3.757811,1.364461,-0.057490,-23.900002,-59.057568
189.0437622,0.554446,-3.750628,1.364461,-0.057862,-23.953522,-57.555050
189.0639648,0.554446,-3.772177,1.371644,-0.050927,-23.990734,-60.590324
189.0841522,0.552051,-3.779359,1.371644,-0.051086,-24.014441,-61.535625
189.1043243,0.540080,-3.757811,1.374038,-0.048909,-24.047382,-57.914143
189.1244812,0.540080,-3.745839,1.357278,-0.065511,-24.021629,-56.198799
189.1446381,0.564023,-3.757811,1.374038,-0.048015,-23.915554,-58.959568
189.1647797,0.549657,-3.762599,1.371644,-0.051004,-24.002247,-59.027863
189.1849213,0.528108,-3.755416,1.359673,-0.063663,-24.105545,-56.987106
189.2050934,0.554446,-3.745839,1.362066,-0.060196,-23.944401,-56.893951
189.2252502,0.544868,-3.753022,1.354884,-0.067818,-24.008335,-57.450329
189.2454224,0.537686,-3.755416,1.378827,-0.044182,-24.057299,-57.454895
189.2656250,0.535291,-3.764994,1.366856,-0.056338,-24.084396,-58.746704
189.2857666,0.535291,-3.738657,1.364461,-0.058411,-24.034916,-54.933254
189.3059082,0.540080,-3.764994,1.366856,-0.056167,-24.058022,-58.959568
189.3260345,0.559234,-3.764994,1.371644,-0.050671,-23.953091,-59.761322
189.3461609,0.549657,-3.760205,1.362066,-0.060548,-23.996088,-58.686897
189.3662872,0.554446,-3.757811,1.366856,-0.055555,-23.966667,-58.556084
189.3864136,0.542474,-3.762599,1.354884,-0.068016,-24.038137,-58.716202
189.4065704,0.544868,-3.767388,1.357278,-0.065589,-24.033396,-59.514473
189.4267426,0.559234,-3.750628,1.357278,-0.064858,-23.925669,-57.769524
189.4469147,0.556840,-3.748234,1.388404,-0.033819,-23.941740,-57.333416
189.4670563,0.535291,-3.750628,1.364461,-0.058565,-24.058384,-56.645142
189.4872284,0.549657,-3.745839,1.388404,-0.034058,-23.976490,-56.667614
189.5073853,0.547263,-3.760205,1.374038,-0.048674,-24.011873,-58.582405
189.5275574,0.552051,-3.743445,1.378827,-0.043507,-23.956715,-56.451134
189.5477142,0.532897,-3.767388,1.354884,-0.068413,-24.099087,-58.995331
189.5678711,0.544868,-3.757811,1.362066,-0.060698,-24.018433,-58.133247
189.5880432,0.554446,-3.755416,1.359673,-0.062705,-23.960951,-58.221176
189.6082306,0.552051,-3.748234,1.357278,-0.065101,-23.960777,-57.113041
189.6284332,0.554446,-3.743445,1.362066,-0.060164,-23.939854,-56.565323
189.6486359,0.544868,-3.743445,1.362066,-0.060520,-23.991961,-56.100563
189.6688538,0.547263,-3.745839,1.352489,-0.070033,-23.981373,-56.552460
189.6890869,0.544868,-3.748234,1.357278,-0.065367,-24.000046,-56.772728
189.7093048,0.547263,-3.772177,1.378827,-0.044017,-24.032324,-60.308678
189.7295380,0.547263,-3.738657,1.362066,-0.060369,-23.969618,-55.555527
189.7497711,0.542474,-3.738657,1.362066,-0.060545,-23.995647,-55.310963
189.7699890,0.549657,-3.753022,1.366856,-0.055678,-23.984692,-57.671478
189.7902222,0.556840,-3.762599,1.381221,-0.041165,-23.964674,-59.328568
189.8104553,0.566417,-3.762599,1.357278,-0.064723,-23.906242,-59.713417
189.8306732,0.552051,-3.764994,1.354884,-0.067689,-23.989155,-59.469604
189.8509369,0.535291,-3.760205,1.350096,-0.073033,-24.072624,-58.040653
189.8711700,0.549657,-3.753022,1.359673,-0.062856,-23.983032,-57.671478
189.8913879,0.554446,-3.755416,1.362066,-0.060313,-23.961470,-58.221176
189.9116516,0.556840,-3.755416,1.366856,-0.055437,-23.949387,-58.325569
189.9319305,0.564023,-3.767388,1.362066,-0.060082,-23.927969,-60.282562
189.9521790,0.554446,-3.741051,1.371644,-0.050563,-23.937454,-56.237991
189.9724426,0.549657,-3.755416,1.371644,-0.050922,-23.990032,-58.008690
189.9927063,0.532897,-3.755416,1.357278,-0.065886,-24.078821,-57.223862
190.0129242,0.544868,-3.750628,1.352489,-0.070181,-24.003305,-57.110855
190.0331573,0.540080,-3.755416,1.354884,-0.068021,-24.038855,-57.568325
190.0533905,0.556840,-3.750628,1.381221,-0.041026,-23.944401,-57.662903
190.0736389,0.561628,-3.762599,1.388404,-0.033806,-23.939854,-59.523224
190.0939178,0.547263,-3.738657,1.347701,-0.074723,-23.966408,-55.555527
190.1141815,0.549657,-3.743445,1.369249,-0.053166,-23.967621,-56.335632
190.1344299,0.559234,-3.757811,1.354884,-0.067336,-23.937454,-58.760166
190.1546631,0.537686,-3.764994,1.376432,-0.046683,-24.073353,-58.853790
190.1748962,0.554446,-3.760205,1.366856,-0.055583,-23.970661,-58.892204
190.1950836,0.552051,-3.753022,1.359673,-0.062767,-23.969965,-57.780117
190.2152557,0.559234,-3.767388,1.364461,-0.057874,-23.955162,-60.097305
190.2354126,0.561628,-3.764994,1.350096,-0.072110,-23.934887,-59.856300
190.2555695,0.559234,-3.755416,1.369249,-0.052955,-23.936769,-58.428761
190.2756958,0.549657,-3.772177,1.354884,-0.067854,-24.013733,-60.403694
190.2958221,0.540080,-3.738657,1.376432,-0.046276,-24.011696,-55.186531
190.3159943,0.554446,-3.776965,1.366856,-0.055758,-23.996614,-61.277420
190.3361511,0.537686,-3.762599,1.345306,-0.077761,-24.062546,-58.502056
190.3563232,0.549657,-3.760205,1.362066,-0.060548,-23.996088,-58.686897
190.3764648,0.556840,-3.760205,1.381221,-0.041139,-23.960690,-58.993057
190.3966064,0.549657,-3.750628,1.350096,-0.072396,-23.976664,-57.335552
190.4167633,0.528108,-3.769782,1.393192,-0.030324,-24.137579,-59.140999
190.4369354,0.530503,-3.767388,1.359673,-0.063713,-24.113508,-58.887589
190.4570618,0.544868,-3.762599,1.381221,-0.041611,-24.030716,-58.821342
190.4771881,0.552051,-3.764994,1.369249,-0.053334,-23.992311,-59.469604
190.4973145,0.571205,-3.760205,1.362066,-0.059724,-23.876865,-59.574238
190.5174408,0.554446,-3.755416,1.366856,-0.055528,-23.962595,-58.221176
190.5375824,0.537686,-3.757811,1.359673,-0.063351,-24.057390,-57.802589
190.5576935,0.552051,-3.753022,1.366856,-0.055589,-23.971529,-57.780117
190.5778351,0.554446,-3.769782,1.371644,-0.050902,-23.987055,-60.248421
190.5979462,0.571205,-3.753022,1.362066,-0.059640,-23.865049,-58.605499
190.6180878,0.537686,-3.750628,1.383615,-0.039339,-24.049541,-56.763668
190.6381989,0.542474,-3.738657,1.354884,-0.067721,-23.993979,-55.310963
190.6583710,0.544868,-3.750628,1.378827,-0.043863,-24.009308,-57.110855
190.6785431,0.561628,-3.760205,1.371644,-0.050526,-23.932066,-59.191269
190.6987000,0.564023,-3.753022,1.378827,-0.043172,-23.908440,-58.304787
190.7189026,0.547263,-3.762599,1.362066,-0.060663,-24.013290,-58.925217
190.7391205,0.554446,-3.764994,1.381221,-0.041283,-23.981810,-59.567997
190.7593536,0.547263,-3.760205,1.359673,-0.063028,-24.008690,-58.582405
190.7795868,0.566417,-3.764994,1.364461,-0.057571,-23.911572,-60.042969
190.7998047,0.559234,-3.750628,1.357278,-0.064858,-23.925669,-57.769524
190.8200684,0.573600,-3.755416,1.362066,-0.059574,-23.855854,-59.023693
190.8403320,0.568811,-3.762599,1.366856,-0.055059,-23.895119,-59.806885
190.8606110,0.559234,-3.762599,1.366856,-0.055429,-23.948097,-59.426460
190.8809509,0.552051,-3.757811,1.354884,-0.067608,-23.977186,-58.452240
